image1,image2,image3,image4,product_title,short_description,price,Display Size,Generation,Graphics,Maximum Display Resolution,Operation System,Microsoft Office Package,Ports and Connectivity,Processor,Processor Speed,Ram,Storage,Free Accessories,Touch Screen,Battery,Color,Insurance,Warranty,description2,Ports and connectivity,Series,Product,Category,Brand,Display [Resoultion],Webcam,Operating System,Weight,Display [Resolution],Model,Generation /  Series,Memory,Memory Slots Available,Max Upgradable Memory,DIsplay Size,Display Resolution,Display Type,Display Refresh Rate,Touch Screen availability,,Ethernet & Bluetooth,Finger Print Reader,Speakers,Dimensions,Adapter Info,Bundeled Software,Warranty & Insurance,Bundeled Accessories,EMI Availability,Wireless & Bluetooth,Audio
https://www.neostore.com.np/assets/uploads/55111.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-55111.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511--Front11.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511-top1.jpg,Dell-15 G5 5511 | i7-11800H | 16GB | 512SSD | NVIDIA RTX 3050 Ti 4GB GDDR6 | FHD | Office 2019,"15.6 Gaming Laptop FHD (1920 x 1080)@ 120Hz Anti-Glare LED Backlit 16GB Ram + 512GB SSD NVIDIA® GeForce RTX 3050 Ti-4GB GDDR6 3-Cell Battery, 56WHr Office 2019","Current Price: Rs.162,400, Original Price: Rs.203,900",15.6 Inch,11th Gen,NVIDIA RTX 3050 Ti- 4GB,1920 x 1080 Full HD,Win 11,Available,"1*SB 3.2 Gen 1, 1*USB 3.2 Gen 1 with PowerShare, 1*Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 1*USB 3.2 Gen 1, 1*HDMI, 1*Power in, 1*RJ45, 1*Headphones/mic",Intel® Core™ i7-11800H,"24MB Cache, up to 4.6 GHz, 8 cores","16GB, 2x8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,Gaming Bag,No,"3-Cell Battery, 56WHr (Integrated)",-,N/a,1 Year,"Designed to boost up the action Assurance of power With up to 11th Gen Intel® Core CPUs, you can experience seamless performance whether gaming, streaming, or watching movies on the Dell-15 G5 5511. Keep Calm The Alienware-inspired thermal design includes a twin air inlet from the top of the keyboard and the bottom of the Dell-15 G5 5511 11th gen. The air is subsequently released through four side vents. And the rear of the cabinet to maximize cooling and heat dissipation by optimizing airflow over the copper pipes. Increased Strength The G15 11th generation is based on the most recent advancements in thermal design. This has the ability to supply sufficient power while responding to changing system demands. This keeps components cooler and clock speeds higher when even the most demanding programs are running. It's All About the Storage Faster startup speeds and more storage space are available with twin drive SSD solutions. It's all systems go! When utilizing the NVIDIA RTX 3060 graphic card, Killer Gigabit Ethernet and Killer Wi-Fi 6 allow low latency gaming, uninterrupted HD streaming video, and interruption-free phone and video calls. Play the game on a whole new level Ready Game Graphics The Dell-15 G5 5511 11th gen standard edition includes the NVIDIA® GeForce® RTX 3060 card, which is powered by the NVIDIA Ampere architecture—the 2nd NVIDIA's gen RTX architecture—with new RT Cores, Tensor Cores, and streaming multiprocessors for realistic ray-traced visuals and cutting-edge AI capabilities. You may also immerse yourself in the action with faster loading times and a quieter system thanks to up to 4GB GDDR6 dedicated memory. Become engrossed Quick, smooth, and detailed gameplay is possible thanks to the FHD resolution and fast refresh rates. Choose from a 120Hz display panel with 250 nits of brightness (coming soon) or a 165Hz display panel with 300 nits of brightness, sRGB 100 percent color gamut, and a 3ms reaction time. Play as though you mean it. Technology for Game Shift When gaming gets critical, you may give yourself a turbo-boost of power with a single button press. Game Shift, which activates a dynamic performance mode in the Alienware Command Center, may be activated by pressing FN + the Game Shift key. As the CPUs work harder, this increases fan speed to keep your system cool. Amazing Sound Thanks to two speakers with nahimic 3D Audio, gamers can hear every plan of attack with superb clarity. Turn It On You can game plainly in low-light environments with an optional 4-zone RBG illuminated keyboard controlled by the Alienware Command Center. Long-Lasting Power Don't let your gaming revolve around a plug; with a 56Whr battery, your Dell-15 G5 5511 may now be charged rapidly (56Whr battery with RTX 3060). Dell G Series Alienware Command Center Improve Your Game We've developed cutting-edge software to improve your gaming experience, fine-tune all of your game and system settings, troubleshoot issues, and keep track of your time. Calibrate Controls Your hardware and software settings are now completely under your control. To make your program seem, you may change the hardware, as well as the area and set up, for each game you play. Feel precise as you like without interfering with your gaming or other hobbies. Ace Library Science The user-friendly interface links all of your system settings to a gaming library, making it simple to access gaming information. You can easily access your games from the command center. Regardless of the source, this is the chance to fine-tune parameters for each one. Create a distinct game profile that will remain consistent regardless of where you launch it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/alien3.jpg,https://www.neostore.com.np/assets/uploads/alien_23.jpg,https://www.neostore.com.np/assets/uploads/alien_34.jpg,https://www.neostore.com.np/assets/uploads/alienware_.jpg,Dell Alienware M15 R6 | i7 11800H | 32GB RAM | 1TB NVMe SSD | RTX 3070 GDDR6 | QHD Display With 240Hz,"Intel i7 11800H processor With 8-Core 16-Thread, 24MB L3 Cache and Turbo Boost up to 4.6GHz 32GB DDR4 3200MHz RAM 1TB M.2 PCIe NVMe SSD Nvidia GeForce RTX 3070 8GB GDDR6 15.6"" QHD (2560 x 1440) Display, 240Hz 2ms with ComfortView Plus, NVIDIA G-SYNC, and Advanced Optimus Killer Wi-fi 6 AX1650 (2x2) 802.11ax Wireless and Bluetooth 6-Cell Battery. 86WHr Alienware mSeries 4-Zone AlienFX RGB Keyboard","Current Price: Rs.299,999, Original Price: Rs.359,900",15.6 inches,11th Gen,Nvidia Geforce RTX 3070 8GB GDDR6,2560 x 1440,N/a,,,i7 11th Gen 11800H,"8-Core, 24MB L3 Cache, up to 4.6GHz with Turbo Boost",32GB,1TB SSD,Alienware Horizon Slim Backpack,,,,Yes,1 Year Warranty," UNCOMPROMISED VISUAL PERFORMANCE

Still first in fast: Dell's newest 15"" M-Series gaming laptop with a 240Hz display is the Alienware m15 R6. The astoundingly quick refresh rate guarantees fluid gameplay and outstanding visual performance.

Crystal-clear action: Whether you're gaming at your leisure or in the thick of battle, never miss any critical details thanks to smoother gameplay. The newest m15 is exceptionally quick, with a refresh rate of 240Hz, thanks to Dell's purposeful engineering decisions. But Dell didn't stop there. The newest m15 R6 provides smoother gameplay during high-speed action owing to NVIDIA® G-SYNC® technology, which synchronizes your display's refresh rate with the performance of your graphics card.

Give your eyes a break: The m15 R6 display option has Dell's ComfortView Plus low blue light technology. This is a hardware-based technique of filtering blue light without compromising image quality, meant to keep you engaged in the game for hours on end.  SATISFY YOUR NEED FOR SPEED The Alienware m15 R6 is designed to be versatile. Whatever your gaming requirements are, this laptop will not only fulfill them but will also exceed them by increasing the bar for display technologies.

Fast is a given: The latest m15 R6 comes with an impressively fast refresh rate of 240Hz and QHD resolution for brilliant visuals and unforgettable gaming experiences every time.

Uninterrupted gaming: The goal was speed, and the result was improved gaming. A 240Hz option boosts the resolution to QHD, which means nearly double the number of pixels as an FHD display at an extremely rapid refresh rate to ensure your games appear sharp and feel smooth. Dell’s fastest refresh rate: Dell didn’t stop until they accomplished the previously impossible. Experience Dell's fastest display option on a 15” gaming laptop, now set at 240Hz. Available in QHD resolution, it’s the perfect refresh rate for competitive gameplay where your reflexes can keep up with high-speed action thanks to smoother graphics – the ultimate choice for the ultimate win.

Smoother support: With smooth gameplay in mind, the 240Hz panel options also feature NVIDIA® G-SYNC® technology, which allows for a stronger handshake between your display's refresh rate and the refresh rate that your GPU is capable of producing. ADVANCED THERMAL ENGINEERING: Design, according to Dell, is more than simply mechanics — it is art. Alienware Cryo-Tech Cooling Technology is an engineering solution that, rather than compromising your system's gaming performance through electrical and mechanical ways, preserves your system's stability even during the most intensive gaming moments.

Airflow at its finest: The Alienware m15 R6 chassis from Dell prioritizes performance with a twin fan design that draws cold air in from the top and bottom vents and exhales exhaust through the left, right, and rear vents for optimal cooling of the main components.

Consider your thermals managed: If you want to directly control your system temperatures, you can now alter your CPU's maximum temperature limit by modifying a BIOS setting called TCC Offset. Apart from that, gamers may alter their power settings across one of five distinct fan profiles in our Alienware Command Center software to favor performance or battery life, with other options in between.

Load balancing heat pipes: Thermal activity across important components such as the GPU and CPU are intelligently discharged over four copper composite heat pipes with diameters of up to 3mm.

High voltage driving fan: The fire-resistant, liquid crystal polymer fan blades use sleeve bearings and three-phase fan control to reduce friction and efficiently circulate air. POWER PRIORITIZED Power up the action: The new Alienware m15 R6 is ready to take you to new gaming heights, with 11th Gen Intel® Core processors offering up to 8-cores and 16-threads of multi-threaded performance.

Prepare for the win: With the NVIDIA® GeForce RTX 3070 graphics, every mission becomes an opportunity to demonstrate your abilities. NVIDIA's 3rd-Gen Max-Q technologies are included with the Alienware m15 R6, including support for Dynamic Boost 2.0 for additional graphics power, Resizable BAR for improved CPU to GPU processing, and Deep Learning Super Sampling (DLSS) technology, which uses AI to boost your frame rates when your graphics card is working the hardest. The m15 R6 is capable of 125W of maximum graphics power when equipped with NVIDIA® GeForce RTX 3070 with Dynamic Boost 2.0.

Loaded with memory: The Alienware m15 R6 introduces DDR4 3200Mhz memory to the m15 15"" laptops, taking your mega-tasking abilities to a new level. It even lets gamers upgrade their memory post-purchase, using the two available SO-DIMM slots.

High-speed attack: Killer DoubleShot™ Pro allows the use of both the Killer Wireless and Killer Ethernet interfaces at the same time. This will provide more usable bandwidth to the end-user. Killer E2600 1G Ethernet is capable of handling 1 Gbps of traffic and the Killer Wi-Fi 6 AX1650 is capable of handling up to 2.4 Gbps of traffic. Killer DoubleShot Pro allows both of these interfaces to work at the same time which will give the end-user max throughput as high as 3.4 Gbps. LET YOUR LIGHTS SHINE AlienFX allows you to customize your game experience. With dynamic lighting effects and a wide RGB spectrum to pick from, its fully configurable lighting system is designed to bring you closer to the worlds you play in. HORIZON SLIM BACKPACK! The Dell Alienware M15 R6 Comes with the all rugged Alienware Horizon Slim Backpack! With the Alienware Horizon Slim Backpack, you can revel in the glory of 360° protection. It is designed with high materials and impact resistant protection to accommodate up to a 17"" Alienware laptop.   ","3 Type-A USB 3.2 Gen 1 ports (one with PowerShare)
			1 Type-C port (Includes Thunderbolt™ 4*, USB 3.2 Gen 2, Display Port 1.4, and Power Delivery
			15W Output (5V/3A) capabilities)
			1 HDMI 2.1 Output port1 Power/DC-In port1 Killer E2600
			1 Gbps rated RJ-45 Ethernet port
			1 Global Headset jack",Alienware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/55052.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/07/2-27.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/07/1-44.jpg,https://www.neostore.com.np/assets/uploads/55052.jpg,Dell G5 15 5505 - | Ryzen 7 4800H | 8GB | 6GB Graphics | 256GB SSD | WIN 10 HOME,AMD Ryzen 7 4800H Processor RAM: 8 GB / Storage: 256 GB SSD Graphics: AMD Radeon RX 5600M 206 FPS when playing Fortnite at 1080p Full HD screen / 120 Hz,"Current Price: Rs.160,925, Original Price: Rs.165,900",,n/a,Radeon Rx 5600M 6gb,,,,,AMD® Ryzen™ 7 4800H,2.9 GHz / 4.2 GHz,8 GiGs,256GB SSD,Gaming Backpack 17,,3-cell Lithium-ion,N/a,1 Year,1 Year,"Dell G5 15 5505: Fulfill your gaming needs!! Enjoy the excellent performance with the Next Generation AMD Ryzen 7 4800H Mobile Processor with Radeon Graphics whether gaming, streaming, or watching videos. The AMD Radeon RX 5600M graphics of the Dell G5 15 Ryzen 7 card allow you to play at higher settings while maintaining crystal-clear clarity and smooth gameplay. 15.6"" Full HD 120Hz Display The 1920 x 1080 resolution on the Dell G5 15 5505 Rayzen 7 enhances the color and sharpness of your games. Reduce eye strain and wide range of viewing angles with the anti-reflective surface for optimal screen performance during gaming. Dell G5 15 5505  comes with an energy-efficient LED backlight with a 120Hz refresh rate. Reduce eye strain and wide range of viewing angle with the anti-reflective surface for optimal screen performance during gaming AMD Ryzen 7 4800 H-Series Mobile Processors Gaming and content creation laptops deliver desktop-like performance. It's ideal for AAA and eSports gaming, as well as photo and video editing. AMD Radeon RX 5600M Enjoy clear graphics-intensive gaming with AMD Radeon graphics and up to 6GB GDDR6 dedicated memory. Virtual Reality Ready Dell G5 15 Ryzen 7 meets the minimum system requirements for running Virtual Reality devices and applications. Due to two data streams and antennas, flexible dual-band communication with improved dependability as possible. Connect to a Wi-Fi 6 (160 MHz) router for approximately 3X faster Gigabit Wi-Fi connections and enhanced responsiveness for even more devices than conventional Wi-Fi 5. Integrated Widescreen HD 720P Webcam with Dual Digital Microphone Array Dell G5 15 5505's 720p Webcam Allows you to video chat with relatives and friends or teleconference with coworkers using Skype or other popular apps.",USB Type-C x 1 - USB 2.0 x 2 - HDMI 2.0 x 1 - Mini DisplayPort 1.4 x 1,,Dell G5 15 5505,Laptop,Dell,15.6 inch FHD (1920 x 1080),HD webcam,WIN 10 HOME,2.5 kg,,,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/55053.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/07/2-27.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/07/1-44.jpg,https://www.neostore.com.np/assets/uploads/55053.jpg,Dell G5 15 5505 – | Ryzen 9 4900H | 16GB | 6GB Graphics | 512GB SSD | WIN 10 HOME,AMD Ryzen 9 4900H Processor RAM: 16 GB / Storage: 512 GB SSD Graphics: AMD Radeon RX 5600M 206 FPS when playing Fortnite at 1080p Full HD screen / 120 Hz,"Current Price: Rs.215,245, Original Price: Rs.221,900",,n/a,Radeon Rx 5600M 6gb,,,,,AMD® Ryzen™ 9 4900H,2.9 GHz / 4.2 GHz,16 GiGs,512GB SSD,Gaming Backpack 17,,3-cell Lithium-ion,N/a,Optional,1 Year,"Dell G5 15 5505: Fulfill your gaming needs!! Enjoy the excellent performance with the Next Generation AMD Ryzen 9 4900H Mobile Processor with Radeon Graphics. Whether gaming, streaming or watching videos the Dell G5 15 5505 is at your service. The AMD Radeon RX 5600M graphics card allows you to play at higher settings while maintaining crystal-clear clarity and smooth gameplay. 15.6"" Full HD 120Hz Display The 1920 x 1080 resolution on the Dell G5 15 5505 enhances the color and sharpness of your games. Reduce eye strain and wide range of viewing angles with the anti-reflective surface for optimal screen performance during gaming. Dell G5 15 comes with an energy-efficient LED backlight with a 120Hz refresh rate. Reduce eye strain and wide range of viewing angle with the anti-reflective surface for optimal screen performance during gaming AMD Ryzen 9 4900 H-Series Mobile Processors Gaming and content creation laptops deliver desktop-like performance. It's ideal for AAA and eSports gaming, as well as photo and video editing. AMD Radeon RX 5600M Enjoy clear graphics-intensive gaming with AMD Radeon graphics and up to 6GB GDDR6 dedicated memory. Virtual Reality Ready Dell G5 15 meets the minimum system requirements for running Virtual Reality devices and applications. Due to two data streams and antennas, flexible dual-band communication with improved dependability as possible. Connect to a Wi-Fi 6 (160 MHz) router for approximately 3X faster Gigabit Wi-Fi connections and enhanced responsiveness for even more devices than conventional Wi-Fi 5. Integrated Widescreen HD 720P Webcam with Dual Digital Microphone Array Dell G5 15 5505's 720p Webcam Allows you to video chat with relatives and friends or teleconference with coworkers using Skype or other popular apps. Also. check out Dell G5 15 5505 Ryzen 7 Variant Here!!",USB Type-C x 1 - USB 2.0 x 2 - HDMI 2.0 x 1 - Mini DisplayPort 1.4 x 1,,Dell G5 15 5505,Laptop,Dell,,HD webcam,WIN 10 HOME,2.5 kg,15.6 inch FHD (1920 x 1080),,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/g5-15.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511--Front12.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-55112.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511-top2.jpg,Dell G5-15 5511 | i7-11800H | 16GB | 512SSD | NVIDIA RTX 3050-4GB GDDR6 | FHD,"Anti-Glare LED Backlit 16GB Ram (Includes Added 8GB) + 512GB SSD NVIDIA® GeForce RTX 3050-4GB GDDR6 3-Cell Battery, 56WHr","Current Price: Rs.160,110, Original Price: Rs.179,900",15.6 Inch,11th Gen,NVIDIA RTX 3050- 4GB,1920 x 1080 Full HD,Win 11,,"1*SB 3.2 Gen 1, 1*USB 3.2 Gen 1 with PowerShare, 1*Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 1*USB 3.2 Gen 1, 1*HDMI, 1*Power in, 1*RJ45, 1*Headphones/mic",Intel® Core™ i7-11800H,"12MB Cache, up to 4.5 GHz, 6 cores",8GB + 8GB DDR4 2933MHz,512GB M.2 PCIe NVMe Solid State Drive,Gaming Bag,No,"3-Cell Battery, 56WHr (Integrated)",-,N/a,1 Year,"Developed to ramp up the action Reliability of power With up to 11th Gen Intel® Core CPUs, you can experience seamless performance while gaming, streaming or watching movies on the Dell G5-15 5511. Keep up Your Mood The Alienware-inspired thermal design includes a twin air inlet from the top of the keyboard and the bottom of the Dell G5-15 5511 11th gen. The air is subsequently released through four side vents. And the rear of the cabinet to maximize cooling and heat dissipation by optimizing airflow over the copper pipes. High Speed The G15 11th generation is based on the most recent advancements in thermal design. This has the ability to supply sufficient power while responding to changing system demands. This keeps components cooler and clock speeds higher when even the most demanding programs are running. Storage Faster startup speeds and more storage space are available with twin drive SSD solutions. Let's Go! When utilizing the NVIDIA RTX 3060 graphic card, Killer Gigabit Ethernet and Killer Wi-Fi 6 allow low latency gaming, uninterrupted HD streaming video, and interruption-free phone and video calls. Whole new gaming level Gaming Graphics The Dell G5-15 5511 11th gen standard edition includes the NVIDIA® GeForce® RTX 3060 card, which is powered by the NVIDIA Ampere architecture—the 2nd NVIDIA's gen RTX architecture—with new RT Cores, Tensor Cores, and streaming multiprocessors for realistic ray-traced visuals and cutting-edge AI capabilities. You may also immerse yourself in the action with faster loading times and a quieter system thanks to up to 4GB of GDDR6 dedicated memory. Get busy Quick, smooth, and detailed gameplay is possible thanks to FHD resolution and fast refresh rates. Choose from a 120Hz display panel with 250-nit brightness (coming soon) or a 165Hz display panel with 300-nit brightness, sRGB 100 percent color gamut, and a 3ms response time. Play as though you mean it. Game Shifting Technology You may give yourself a turbo-boost of power with a simple push of a button when gaming becomes critical. Game Shift, which opens a dynamic performance mode in the Alienware Command Center, can be accessed by pressing FN + the Game Shift key. As your CPUs work harder, this increases fan speed to keep your system cool. Real Sound Thanks to two speakers with nahimic 3D Audio, gamers can hear every plan of attack with superb clarity. Bring It On You can game plainly in low-light environments with an optional 4-zone RBG illuminated keyboard controlled by the Alienware Command Center. Long-Lasting Don't let your gaming be limited by a plug; the Dell G5-15 5511 now has a 56Whr battery that allows you to charge it rapidly (56Whr battery with RTX 3060). Dell G Series with Alienware Command Center Better Gaming We've developed cutting-edge tools to help you improve your gaming experience, fine-tune all of your game and system settings, troubleshoot issues, and manage your time. Calibrate Your Controls Your hardware and software settings are now completely under your control. To make your program seem, you may change the hardware, as well as the area and set up, for each game you play. Feel precise as you like without interfering with your gaming or other hobbies. Ace Library Science The user-friendly interface links all of your system settings to a gaming library, making it simple to access gaming information. You can easily access your games from the command center. Regardless of the source, this is the chance to fine-tune parameters for each one. Create a distinct game profile that will remain consistent regardless of where you launch it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/Dell-G5-15-5515--AMD-Ryzen-7-Front2.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5515--AMD-Ryzen-7-Front.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5515--AMD-Ryzen-7-Flying.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5515--AMD-Ryzen-7-Back1.jpg,Dell G5-15 5515 | AMD Ryzen 5-5600H | 8GB | 256SSD | NVIDIA RTX 3050 4GB GDDR6 | FHD | Office 2019,8GB RAM 256GB SSD Nvidia RTX 3050 4GB GDDR6 GPU,"Current Price: Rs., Original Price: Rs.",15.6 Inch,5000 Series,NVIDIA RTX 3050 4GB GDDR6,1920 x 1080,Win 11,Available,1. USB 2.0 | 2. USB 2.0 with PowerShare | 3. USB Type-C® | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power In | 7. RJ45 Ethernet | 8. Headphones/Microphone,AMD Ryzen 5-5600H,Up to 4.20 GHz,"8GB, 1x8GB, DDR4, 3200MHz",256GB M.2 PCIe NVMe Solid State Drive,Gaming Bag,No,"3-Cell Battery, 56WHr (Integrated)",-,Optional,1 Year,"Reach the peak of every activity Confidence of power The AMD Ryzen 5000 H-Series Mobile Processors in the Dell G5-15 5515 give exceptional performance whether you're gaming or streaming. Keep up Your Peace Our thermal systems dissipate heat via four large exhaust vents that go from the top of the keyboard to the bottom of the system. Greater Power Our most recent thermal design improvements provide your system with the thermal headroom it needs to produce enough power while responding to changing system loads. This allows for higher clock speeds to be maintained for longer periods of time while maintaining lower component temperatures. The difference is in the storage More storage means faster boot-up times, allowing you to get straight into the action. Let's get started For fast uploads and downloads, low latency, and long battery life, the Intel® Wi-Fi 6 AX201 offers 2x2 Wi-Fi 6 technology, which delivers data speeds of up to 2.4Gbps and improved network capacity, as well as Bluetooth® 5.1 compatibility. Keep your visuals uninterrupted Keep your images intact The NVIDIA® GeForce RTX 3060 graphics card has the NVIDIA® Ampere architecture, which combines new RT Cores, Tensor Cores, and streaming multiprocessors for realistic ray-traced visuals and cutting-edge AI. You may also immerse yourself in the action with faster loading times and a quieter system thanks to up to 4GB GDDR6 dedicated memory. Draw yourself in The gameplay is swift, smooth, and detailed thanks to the FHD resolution and fast refresh rates. Play on a normal 120Hz display panel with 250-nit brightness (coming in mid-June) or a 165Hz display panel with 300-nit brightness, sRGB 100% color gamut, and 3ms reaction time (expected in mid-June). Designed to be ready when you need it New gaming technology When gaming gets critical, you may give yourself a turbo-boost of power with a single button press. Game Shift initiates a dynamic performance mode in the Alienware Command Center by pressing the FN+G keys simultaneously. This option enhances fan speed to keep your system cool while the CPUs work harder. Sounds that are vivid Thanks to two speakers with nahimic 3D Audio, gamers can hear every plan of attack with superb clarity. Light it up You can game clearly in low-light scenarios with the Dell G5-15 5515's optional 4-zone RGB lighted keyboard in Hot Coral and WASD controlled by the Alienware Command Center. Long-lasting power Allowing your game to revolve on a plug is not a good idea. You can now charge your system rapidly with a 56Whr battery. Dell G Series Alienware Command Center Improve Your Gaming We've developed cutting-edge tools to help you improve your gaming experience, fine-tune all of your game and system settings, troubleshoot issues, and manage your time. Calibrate your controls Your hardware and software settings are now completely under your control. You may personalize the hardware, as well as the area and set up, for each game you play. This gives your software the look and feels you want it to have without interfering with your games or other activities. Ace library science The user-friendly interface links all of your system settings to a gaming library, making it simple to access gaming information. Regardless of the source, the command center gives you easy access to your games and the ability to fine-tune parameters for each one. Create a distinct game profile that will remain consistent regardless of where you launch it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.neostore.com.np/assets/uploads/g5_550011.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/11/g5_55002.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/11/g5_5500_1.jpg,https://www.neostore.com.np/assets/uploads/g5_5500_321.jpg,Dell G5 5500 i7 10th Gen | 8GB Ram | 512SSD | 6GB Graphics | Win10,"10th Generation Intel® Core™ i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores) Windows 10 Home, 64-bit, English NVIDIA(R) GeForce RTX(TM) 2070 8GB GDDR6 8GB DDR4-2933MHz,","Current Price: Rs.205,105, Original Price: Rs.215,900",15.6 inches,10th,NVIDIA® GeForce RTX™ 2070 6GB GDDR6,"(1920x1080) 300ni ts WVA Anti-Glare LED Backlit Display(non-touch), 300Hz refresh rate",Windows 10 Pro (64bit) English,,,Core™ i7-10750H,"12MB Cache, up to 5.0 GHz, 6 cores","8GB DDR4-2933MHz, 2x8G",512GB SSD,Dell Gaming Bag,,"4-Cell Battery, 68 Whr (Integrated)",,N/a,1 Year Warranty,"Unleash pulse-racing action with Dell G5 5500 Guaranteed power with Dell G5 5500 with Dell G5 5500 i7 10th Gen laptop coupled with Gen Intel® CoreTM i7 processors, you can enjoy the smooth performance while gaming, streaming, or watching videos. Keep cool The Dell G5 15 gaming laptop features a dual-fan cooling system to help spread out heat and keep your system responsive and cool during intense gameplay. Game Shift technology With a simple press of a button, you can give yourself a turbo-boost of power when gaming becomes important. Game Shift activates a dynamic output mode inside the Alienware Command Center with a single click, increasing fan speed to keep the device cool while the processors work harder. Victory is in the details Immersive graphics With discrete graphics options of up to NVIDIA® GeForce RTX™ 2060 6GB GDDR6, you can game at higher settings with crystal-clear detail and smooth gameplay. Enjoy a powerful core streaming multiprocessor driving new Turing shading advancements and step up to RTX for powerhouse performance, next-gen graphics, and NVIDIA technologies like ray tracing, DLSS, and AI-enhanced graphics rendering. Memory that lasts Experience the action in all its glory with faster loading times and a quieter system powered by 8GB of dedicated memory. Get drawn in with Dell G5 Every detail of your game just got magnified thanks to an FHD display with a two-sided narrow bezel and an optional 144Hz or 300Hz panel. Full speed ahead Optional Killer Wi-Fi 6 AX1650 ensures blazing-fast speed and minimizes lag for smooth network traffic. Style that intimidates Starting at just 21.6mm or 24.5mm, the Dell G5 15 gaming laptop features a bold, gaming-inspired design available in Interstellar Dark with iridescent accents. Engineered to be adventure-ready Vivid sounds Dual speakers with Nahimic 3D Audio for gamers let you hear every plan-of-attack with crisp clarity. Light it up The game is clearly in low-light settings with an optional 4-zone RGB backlit keyboard with WASD and chassis lighting controlled by the Alienware Command Center. Stream without boundaries SmartByte technology prioritizes visual content for seamless streaming. Power that lasts Don't let your gaming revolve around a plug; now you can quick-charge your system with a 51Whr or 68Whr battery. Alienware Command Center on Dell G Series Game better We’ve crafted innovative software specifically designed to improve your gaming experience, fine-tune all your game and systems settings, solve problems and manage time. Calibrate your controls Now you have control over your hardware and software environments with Dell G5. Not only can you tailor the hardware for each and every game you play, but you can also personalize the space and setup to make your software look and feel precisely the way you want it, without interfering with your gameplay or other activities. Ace library science The easy-to-use interface links all your various system settings with a gaming library, making it simple to access gaming information. No matter what the source, the command center gives you easy access to your games and the ability to fine-tune settings for each one. Create a unique game profile and it stays just how you want it, no matter where you launch. Ports & Slots 1. Standard SD card | 2. Headset jack | 3. SuperSpeed USB 2.0 | 4. SuperSpeed USB 2.0 | 5. Wedge lock slot | 6. Power-in | 7. mini DP with NVIDIA® GTX 1660Ti and above | 8. HDMI 2.0 | 9. SuperSpeed USB 3.2 Gen 1 | 10. RJ-45 Ethernet on 1650Ti (Killer™ Ethernet E2500V2 on NVIDIA® GeForce® GTX 1660Ti and above) | 11. USB-C with DisplayPort Alt-Mode only on NVIDIA® GeForce® GTX 1650Ti (Thunderbolt™ 3 Port (USB 3.1 Gen 2 Type-C with support for 40 Gbps Thunderbolt and DisplayPort) on NVIDIA® GeForce® GTX 1660Ti and above)",1. Standard SD card | 2. Headset jack | 3. SuperSpeed USB 2.0 | 4. SuperSpeed USB 2.0 | 5. Wedge lock slot | 6. Power-in | 7. mini DP with NVIDIA® GTX 1660Ti and above | 8. HDMI 2.0 | 9. SuperSpeed USB 3.2 Gen 1 | 10. RJ-45 Ethernet on 1650Ti (Killer™ Ethernet E2500V2 on NVIDIA® GeForce® GTX 1660Ti and above) | 11. USB-C with DisplayPort Alt-Mode only on NVIDIA® GeForce® GTX 1650Ti (Thunderbolt™ 3 Port (USB 3.1 Gen 2 Type-C™ with support for 40 Gbps Thunderbolt and DisplayPort) on NVIDIA® GeForce® GTX 1660Ti and above),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
