image1,image2,image3,image4,product_title,short_description,price,Display Size,Generation,Graphics,Maximum Display Resolution,Operation System,Microsoft Office Package,Ports and Connectivity,Processor,Processor Speed,Ram,Storage,Free Accessories,Touch Screen,Battery,Color,Insurance,Warranty,description2
https://www.neostore.com.np/assets/uploads/55111.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-55111.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511--Front11.jpg,https://www.neostore.com.np/assets/uploads/Dell-G5-15-5511-top1.jpg,Dell-15 G5 5511 | i7-11800H | 16GB | 512SSD | NVIDIA RTX 3050 Ti 4GB GDDR6 | FHD | Office 2019,"15.6 Gaming Laptop FHD (1920 x 1080)@ 120Hz Anti-Glare LED Backlit 16GB Ram + 512GB SSD NVIDIA® GeForce RTX 3050 Ti-4GB GDDR6 3-Cell Battery, 56WHr Office 2019","Current Price: Rs.162,400, Original Price: Rs.203,900",15.6 Inch,11th Gen,NVIDIA RTX 3050 Ti- 4GB,1920 x 1080 Full HD,Win 11,Available,"1*SB 3.2 Gen 1, 1*USB 3.2 Gen 1 with PowerShare, 1*Thunderbolt 3/USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode, 1*USB 3.2 Gen 1, 1*HDMI, 1*Power in, 1*RJ45, 1*Headphones/mic",Intel® Core™ i7-11800H,"24MB Cache, up to 4.6 GHz, 8 cores","16GB, 2x8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,Gaming Bag,No,"3-Cell Battery, 56WHr (Integrated)",-,N/a,1 Year,"Designed to boost up the action Assurance of power With up to 11th Gen Intel® Core CPUs, you can experience seamless performance whether gaming, streaming, or watching movies on the Dell-15 G5 5511. Keep Calm The Alienware-inspired thermal design includes a twin air inlet from the top of the keyboard and the bottom of the Dell-15 G5 5511 11th gen. The air is subsequently released through four side vents. And the rear of the cabinet to maximize cooling and heat dissipation by optimizing airflow over the copper pipes. Increased Strength The G15 11th generation is based on the most recent advancements in thermal design. This has the ability to supply sufficient power while responding to changing system demands. This keeps components cooler and clock speeds higher when even the most demanding programs are running. It's All About the Storage Faster startup speeds and more storage space are available with twin drive SSD solutions. It's all systems go! When utilizing the NVIDIA RTX 3060 graphic card, Killer Gigabit Ethernet and Killer Wi-Fi 6 allow low latency gaming, uninterrupted HD streaming video, and interruption-free phone and video calls. Play the game on a whole new level Ready Game Graphics The Dell-15 G5 5511 11th gen standard edition includes the NVIDIA® GeForce® RTX 3060 card, which is powered by the NVIDIA Ampere architecture—the 2nd NVIDIA's gen RTX architecture—with new RT Cores, Tensor Cores, and streaming multiprocessors for realistic ray-traced visuals and cutting-edge AI capabilities. You may also immerse yourself in the action with faster loading times and a quieter system thanks to up to 4GB GDDR6 dedicated memory. Become engrossed Quick, smooth, and detailed gameplay is possible thanks to the FHD resolution and fast refresh rates. Choose from a 120Hz display panel with 250 nits of brightness (coming soon) or a 165Hz display panel with 300 nits of brightness, sRGB 100 percent color gamut, and a 3ms reaction time. Play as though you mean it. Technology for Game Shift When gaming gets critical, you may give yourself a turbo-boost of power with a single button press. Game Shift, which activates a dynamic performance mode in the Alienware Command Center, may be activated by pressing FN + the Game Shift key. As the CPUs work harder, this increases fan speed to keep your system cool. Amazing Sound Thanks to two speakers with nahimic 3D Audio, gamers can hear every plan of attack with superb clarity. Turn It On You can game plainly in low-light environments with an optional 4-zone RBG illuminated keyboard controlled by the Alienware Command Center. Long-Lasting Power Don't let your gaming revolve around a plug; with a 56Whr battery, your Dell-15 G5 5511 may now be charged rapidly (56Whr battery with RTX 3060). Dell G Series Alienware Command Center Improve Your Game We've developed cutting-edge software to improve your gaming experience, fine-tune all of your game and system settings, troubleshoot issues, and keep track of your time. Calibrate Controls Your hardware and software settings are now completely under your control. To make your program seem, you may change the hardware, as well as the area and set up, for each game you play. Feel precise as you like without interfering with your gaming or other hobbies. Ace Library Science The user-friendly interface links all of your system settings to a gaming library, making it simple to access gaming information. You can easily access your games from the command center. Regardless of the source, this is the chance to fine-tune parameters for each one. Create a distinct game profile that will remain consistent regardless of where you launch it."
