title,price_first,price_second,image_link,product_link,category
Ant Esports VS600L Value Series Power Supply,"Rs.3,800",,https://www.neostore.com.np/assets/uploads/VS600L_4.jpg,https://www.neostore.com.np/product/ant-esports-vs600l-value-series-power-supply,power-supply
Ant Esports VS500L Value Series Power Supply,"Rs.3,300",,https://www.neostore.com.np/assets/uploads/VS500L_31.jpg,https://www.neostore.com.np/product/ant-esports-vs500l-value-series-power-supply,power-supply
Ant Esports VS450L Value Series Power Supply,"Rs.3,000",,https://www.neostore.com.np/assets/uploads/VS450L_4.jpg,https://www.neostore.com.np/product/ant-esports-vs450l-value-series-power-supply,power-supply
